AÑO,CODIGO,PRODUCTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,PROMEDIO
2011,2701,HUACATAY (CRIOLLO/SERRANO),1.67,2.26,2.05,1.86,2.33,2.08,2.49,1.96,1.85,1.99,2.15,2.78,2.12
2011,2801,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.35,1.46,1.61,1.67,1.68,1.73,1.91,1.66,1.21,1.1,1.17,1.22,1.48
2011,2803,LECHUGA SERRANA SEDA,2,2.38,2.36,2.34,2.35,2.37,3.2,2.2,1.96,1.72,2.05,2.11,2.25
2011,2804,ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA,0.91,1.26,1.14,1.1,1.08,1.27,1.67,1.33,0.99,0.83,0.91,0.98,1.12
2011,2906,LENTEJA-VERDE/CORRIENTE,1.27,,,,0.91,1.33,1.43,1.09,1.46,1.16,0.83,1.62,0.93
2011,2907,LENTEJA-VERDE BOCONA/SARANDAJA,1.27,,,,1.07,1.54,1.52,1.32,1.27,1.26,,1.53,0.9
2011,3001,LIMON CITRICO CAJON,1.69,1.32,1.58,1.44,1.21,1.49,1.65,1.47,1.69,2.02,2.34,2.37,1.69
2011,3002,LIMON CITRICO BOLSA,1.1,0.78,0.95,0.92,0.75,0.87,0.99,1.02,1.29,1.4,1.94,1.75,1.15
2011,3111,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,1.8,2.07,2.57,2.38,2.25,2.15,1.96,2.08,2.14,2.2,2.27,2.09,2.16
2011,3117,MARLO/CORONTA DE MAIZ MORADO,5.99,6.53,6.74,6.55,6.61,6.6,6.32,6.35,6.35,6.23,6.55,6.91,6.48
2011,3301,NABO (CRIOLLO/SERRANO),1.22,1.68,1.25,1.18,1.68,1.7,1.98,1.66,1.29,1.3,1.28,1.26,1.46
2011,3501,OLLUCO LARGO (SIN LAVAR/LAVADO),2.01,1.32,1.02,0.81,0.84,0.93,1.06,1.16,1.17,1.42,1.49,1.19,1.2
2011,3502,OLLUCO REDONDO (SIN LAVAR/LAVADO),1.79,1.09,0.75,0.6,0.64,0.73,0.88,0.99,1.07,1.36,1.4,1.1,1.03
2011,3601,OCA/AMARILLO/ROJO,,,0.77,0.75,0.71,0.68,,,,,,,0.24
2011,3702,PALLAR VERDE SERRUCHO/CACHITO,1.29,1.47,1.98,2.06,1.88,1.89,1.93,2.27,2.37,2.11,1.88,1.37,1.88
2011,3801,PAPA AMARILLA/TUBAY/TORNILLO/OTR,1.45,1.4,1.14,1.1,1.01,1.17,1.24,1.15,1.18,0.97,1.01,0.94,1.15
2011,3802,PAPA BLANCA/VALLE/OTROS,0.55,0.66,0.58,0.64,0.63,0.72,0.69,0.62,0.71,0.79,0.84,0.77,0.68
2011,3803,PAPA COLOR/VALLE/OTROS,0.57,0.68,0.61,0.72,0.69,0.77,0.7,0.65,0.76,0.97,0.96,0.83,0.74
2011,3804,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.36,1.23,1.02,1.07,0.91,0.94,0.99,0.91,0.92,1.02,1.19,1.26,1.07
2011,3806,PAPA HUAMANTANGA,1.16,1.07,1,1.04,0.86,0.98,1.04,1.11,1.13,1.01,1.07,0.89,1.03
2011,3807,PAPA NEGRA ANDINA,0.66,0.66,0.62,0.69,0.7,0.74,0.72,0.69,0.74,0.87,0.87,0.81,0.73
2011,3809,PAPA PERUANITA (INJERTO),1.34,1.26,1.07,1.09,0.92,0.98,1.02,0.95,1.02,1.13,1.25,0.93,1.08
2011,3810,PAPA PERRICHOLI,0.48,0.72,0.63,0.65,0.64,0.71,0.67,0.61,0.74,0.89,0.86,0.79,0.7
2011,3811,PAPA YUNGAY,0.57,0.58,0.54,0.62,0.63,0.73,0.69,0.63,0.68,0.69,0.8,0.75,0.66
2011,3813,PAPA UNICA,0.54,0.66,0.59,0.67,0.65,0.73,0.66,0.63,0.76,0.94,0.92,0.8,0.71
2011,3817,PAPA CANCHAN,0.59,0.69,0.63,0.75,0.71,0.79,0.73,0.67,0.76,1.01,0.96,0.87,0.76
2011,3818,PAPA AMARILIS,,0.48,,,,,,,,,,,0.04
2011,4001,PEPINILLO,0.72,1,1.03,0.87,0.83,1.17,1.66,1.72,1.24,1.15,1.04,1.16,1.13
2011,4101,PEREJIL NACIONAL(CRIOLLO/SERRANO),1.58,1.77,2.46,1.91,1.67,1.36,1.75,1.85,1.46,1.43,1.49,1.56,1.69
2011,4201,PIMIENTO MORRON/INJERTO/RANGER,1.02,0.71,1.34,1.19,0.87,0.75,1.35,2.25,2.58,2.75,2.62,1.7,1.59
2011,4301,PORO (CRIOLLO/SERRANO),0.67,0.73,0.97,0.91,0.9,0.89,0.93,0.87,0.85,0.88,0.84,0.89,0.86
2011,4501,RABANITO (CRIOLLO/SERRANO),2.21,2.63,3.16,2.63,2.93,3.57,4.1,2.53,2.42,2.71,2.46,3.34,2.89
2011,4802,TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN),1.33,1.5,1.44,1.3,1.11,1.04,1.45,1.49,1.46,1.72,1.53,1.37,1.4
2011,5001,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,1.34,1.65,1.57,1.22,1.13,1.75,2.38,1.87,1.63,1.99,1.33,1.37,1.6
2011,5201,YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL),1.38,1.32,1.31,1.19,0.99,0.9,0.85,0.85,0.84,0.84,0.89,1.07,1.04
2011,5202,YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV),1.09,1,1.08,0.99,,,,,,,,,0.35
2011,5301,ZANAHORIA (CRIOLLA-SERRANA),0.46,0.56,0.8,0.82,0.7,0.61,0.65,0.96,1.13,1.39,1.27,0.93,0.86
2011,5401,ZAPALLO ITALIANO,0.7,0.71,0.83,0.74,0.81,1.72,1.54,0.96,0.83,0.61,0.57,0.65,0.89
2011,5403,ZAPALLO MACRE(COSTA/SIERRA/SELVA),0.89,0.99,1.18,1.36,0.94,0.72,1.05,1.89,1.99,1.76,1.34,0.78,1.24
2011,7215,MANGO EDWARD PLANTA,0.77,0.89,1.05,,,,,,,1.23,,1.1,0.42
2011,7305,MAZANA CORRIENTE PARA AGUA,1,1.24,1.3,1.23,0.99,1.33,1.43,1.57,1.55,1.46,0.86,1.29,1.27
2011,7401,MARACUYA COSTA,1,0.95,0.89,0.81,0.78,0.85,0.86,0.96,1.06,1.33,1.59,1.84,1.08
2012,0101,ACELGA,2.24,2.4,2.42,2.65,2.66,2.8,3.27,3.03,,,,,2.68
2012,0201,AJI AMARILLO SECO,9.38,8.92,8.1,6.9,6.54,6.83,6.38,5.63,,,,,7.34
2012,0202,AJI ESCABECHE FRESCO/ZANAHOR/LISO,1.67,1.72,1.61,1.78,1.25,1.03,1,1.03,,,,,1.39
2012,0206,AJI MONTAÑA/CHANCHAMAYO(COSTA/SELVA),2.4,2.49,1.81,2.06,2.38,2.81,3.54,5.65,,,,,2.89
2012,0208,AJI SECO PANCA,7.67,8.57,8.97,8.98,8.39,8,7.42,7.67,,,,,8.21
2012,0209,AJI ROCOTO (COSTA/SIERRA/SELVA),2.06,1.88,2.26,1.58,2.23,2.86,3.2,3.01,,,,,2.39
2012,0211,PAPRIKA,6.96,6.07,5.95,5.97,5.63,5.33,6.11,6.59,,,,,6.08
2012,0302,AJO CRIOLLO O NAPURI,0.96,0.91,0.87,0.73,0.91,1.48,1.79,2.61,,,,,1.28
2012,0303,AJO MORADO/BARRAN/LEGIT/OTROS,1.99,2.18,2.12,1.98,1.91,2.97,3.7,3.71,,,,,2.57
2012,0401,ALBAHACA,2.97,3.46,3.32,3.28,2.72,2.86,3.23,3.78,,,,,3.2
2012,0502,ALCACHOFA SERRANA/VALLE/QUEBRADA/HELADA,3.39,2.98,2.78,2.68,3.54,3.42,3.22,3.49,,,,,3.19
2012,0601,APIO,1.01,1.38,1.49,1.63,1.54,1.27,1.38,1.61,,,,,1.41
2012,0701,ARVEJA VERDE AMERICANA/MEJORA/(CRI/SERR),1.71,2.29,2.38,2.16,3.09,2.08,1.44,2.2,,,,,2.17
2012,0702,ARVEJA VERDE AZUL (CRIOLLA/SERRANA),,,,,,1.75,,2.28,,,,,2.01
2012,0703,ARVEJA VERDE BLANCA CRIOLLA,,,,,,,,2.15,,,,,2.15
2012,0704,ARVEJA VERDE BLANCA SERRANA,1.42,1.77,1.75,1.63,2.4,1.49,1.07,1.82,,,,,1.67
2012,0801,BERENJENA (CRIOLLA/SERRANA),2.91,2.68,3.21,2.97,2.98,3.59,4.65,4.13,,,,,3.39
2012,0901,BETERRAGA (CRIOLLA/SERRANA),1.24,1.51,1.49,1.6,2.13,1.73,1.68,1.42,,,,,1.6
2012,1002,CAIGUA (SELVA),2.18,1.93,2.43,1.88,1.63,1.4,1.33,1.32,,,,,1.76
2012,1201,CAMOTE AMARILLO/LEGIT/JHONATAN/2001/FUTU,1.05,1.16,1.17,1.22,1.31,1.26,1.22,1,,,,,1.17
2012,1203,CAMOTE MORADO/LEG/MILA/MEJ/PEPIN/PARAMON,0.97,1.15,1.22,1.38,1.4,1.25,1.42,1.1,,,,,1.24
2012,1401,CEBOLLA CABEZA BLANCA NACIONAL,0.62,0.95,,,2.54,1.45,1.41,1.13,,,,,1.35
2012,1402,CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,0.85,0.9,0.94,1.2,1.36,1.71,2.3,2.78,,,,,1.51
2012,1403,CEBOLLA CHINA (CRIOLLA/SERRANA),1.84,1.54,1.78,2.06,2.02,1.26,1.23,1.41,,,,,1.64
2012,1502,COL CORAZON/NENE/(CRIOLLA/SERRANA),0.75,0.96,1.04,1.1,1.24,0.85,0.69,0.66,,,,,0.91
2012,1503,COL CRESPA,0.92,,,,,,,,,,,,0.92
2012,1601,COLIFLOR (CRIOLLA/SERRANA),1.05,1.13,1.11,1.1,0.9,0.91,0.94,0.99,,,,,1.02
2012,1701,CULANTRO (CRIOLLO/SERRANO),1.93,1.62,1.6,3.4,1.61,1.69,1.61,1.4,,,,,1.86
2012,1801,CHOCLO SERRANO SEMILLA CORRIENTE,,,,,1.04,1.09,1.4,1.85,,,,,1.35
2012,1802,CHOCLO PARDO,1.59,,,,,1.29,1.76,2.38,,,,,1.76
2012,1804,CHOCLO SERRANO TIPO CUZCO,2.42,1.7,1.73,1.68,1.7,2.03,2.6,2.97,,,,,2.1
2012,2001,ESPARRAGO/VERDE/BLANCO,4.87,4.97,6.27,5.72,5.81,6.65,6.41,6.32,,,,,5.88
2012,2101,ESPINACA (CRIOLLA/SERRANA),2.25,1.95,2.18,2.2,2.83,2.78,3.14,2.89,,,,,2.53
2012,2201,FREJOL VERDE CANARIO,1.65,2.77,2.23,2.62,2.49,2.45,3.06,3.18,,,,,2.56
2012,2202,FREJOL VERDE CASTILLA,0.73,0.89,0.73,0.69,0.76,,,,,,,,0.76
2012,2405,HABA VERDE SERRANA,0.96,1.1,1.03,0.85,0.67,0.98,1.05,1.03,,,,,0.96
2012,2501,HIERBA BUENA (CRIOLLA/SERRANA),1.63,1.54,2.22,2.63,2.71,2.17,2.26,2.12,,,,,2.16
2012,2601,JOLANTAU/ORGANICA,9.87,12.34,16.78,19.59,10.63,5.24,5.73,4.77,,,,,10.62
2012,2602,COL CHINA/LONGAPA,2.63,2.98,4.33,2.83,2.51,3.56,3.57,2.7,,,,,3.14
2012,2603,PACCHOY,6.04,7.2,5.78,6.07,5.24,5.48,6.18,6.45,,,,,6.06
2012,2615,KION (COSTA/SELVA),3.47,3.3,3.58,3.72,3.4,2.75,2.25,2.01,,,,,3.06
2012,2617,FREJOLITO CHINO,2.56,2.75,2.84,2.75,2.83,2.78,2.75,2.58,,,,,2.73
2012,2618,BROCOLI,1.87,2.64,2.64,2.57,2.56,2.12,2.21,2.38,,,,,2.37
2012,2701,HUACATAY (CRIOLLO/SERRANO),1.88,2.14,2.28,2.55,2.28,2.54,2.84,2.57,,,,,2.39
2012,2801,LECHUGA AMERICANA (CRIOLLA/SERRANA),1.29,1.74,1.78,2.14,1.87,1.61,1.87,1.53,,,,,1.73
2012,2803,LECHUGA SERRANA SEDA,2.5,2.99,3.4,3.45,2.75,2.77,2.8,2.37,,,,,2.88
2012,2804,ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA,1.17,1.41,1.36,1.57,1.62,1.43,1.29,1.16,,,,,1.38
2012,2906,LENTEJA-VERDE/CORRIENTE,1.53,,,2.4,1.68,1.41,1.4,1.66,,,,,1.68
2012,2907,LENTEJA-VERDE BOCONA/SARANDAJA,1.37,,,,1.86,1.45,1.4,1.43,,,,,1.5
2012,3001,LIMON CITRICO CAJON,1.95,1.51,1.5,1.37,1.44,1.89,2.35,3.56,,,,,1.95
2012,3002,LIMON CITRICO BOLSA,1.23,0.94,0.99,0.92,0.98,1.35,2.12,3.23,,,,,1.47
2012,3111,MAIZ MORADO FRESC/MOJAD/SARASO/SECO,2.15,2.43,2.63,2.93,2.78,2.93,3.35,3.16,,,,,2.8
2012,3117,MARLO/CORONTA DE MAIZ MORADO,7.83,8.79,9.9,8.98,9.48,9.72,10.07,9.77,,,,,9.32
2012,3301,NABO (CRIOLLO/SERRANO),1.32,1.4,1.33,1.48,1.78,1.45,1.75,1.39,,,,,1.49
2012,3501,OLLUCO LARGO (SIN LAVAR/LAVADO),0.73,0.8,0.92,1.02,0.85,0.82,0.85,0.92,,,,,0.86
2012,3502,OLLUCO REDONDO (SIN LAVAR/LAVADO),0.67,0.83,0.98,1.12,0.89,0.83,0.86,0.97,,,,,0.89
2012,3601,OCA/AMARILLO/ROJO,,,0.92,0.79,0.67,0.63,0.65,0.77,,,,,0.74
2012,3702,PALLAR VERDE SERRUCHO/CACHITO,1.5,1.64,2.1,1.87,1.67,2.33,1.73,1.95,,,,,1.85
2012,3801,PAPA AMARILLA/TUBAY/TORNILLO/OTR,0.85,1.07,1.05,1.27,1.2,1.22,1.24,2.24,,,,,1.27
2012,3802,PAPA BLANCA/VALLE/OTROS,0.7,0.88,0.77,0.72,0.62,0.61,0.64,0.62,,,,,0.7
2012,3803,PAPA COLOR/VALLE/OTROS,0.82,0.99,0.78,0.76,0.69,0.71,0.75,0.73,,,,,0.78
2012,3804,PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,1.03,0.97,0.9,0.9,0.87,0.88,0.86,0.94,,,,,0.92
2012,3806,PAPA HUAMANTANGA,0.73,0.93,0.85,0.88,0.82,0.87,0.88,1.19,,,,,0.89
2012,3807,PAPA NEGRA ANDINA,0.78,0.9,0.76,0.76,0.73,0.71,0.7,0.76,,,,,0.76
2012,3809,PAPA PERUANITA (INJERTO),0.85,0.94,1.04,1.02,0.95,0.92,0.91,1.22,,,,,0.98
2012,3810,PAPA PERRICHOLI,0.78,0.97,0.76,0.7,0.6,0.6,0.7,0.59,,,,,0.71
2012,3811,PAPA YUNGAY,0.63,0.79,0.8,0.77,0.67,0.63,0.6,0.65,,,,,0.69
2012,3813,PAPA UNICA,0.81,1,0.78,0.73,0.7,0.74,0.74,0.67,,,,,0.77
2012,3817,PAPA CANCHAN,0.85,1,0.81,0.8,0.7,0.7,0.77,0.79,,,,,0.8
2012,3818,PAPA AMARILIS,,,,0.71,,0.95,,,,,,,0.83
2012,4001,PEPINILLO,1.03,0.92,1.1,1.14,1.03,1.7,1.28,1.5,,,,,1.21
2012,4101,PEREJIL NACIONAL(CRIOLLO/SERRANO),1.51,1.85,2.34,2.16,2,1.08,1.65,1.54,,,,,1.77
2012,4201,PIMIENTO MORRON/INJERTO/RANGER,2.42,2.57,1.41,1.34,1.67,1.88,1.18,1.69,,,,,1.77
2012,4301,PORO (CRIOLLO/SERRANO),0.88,1.35,1.81,2.22,1.97,3.36,2.16,1.95,,,,,1.96
2012,4501,RABANITO (CRIOLLO/SERRANO),3.35,4.09,3.02,2.92,3.61,,3.94,3.62,,,,,3.51
2012,4802,TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN),1.5,1.31,1.18,1.75,1.32,1.12,1.42,1.26,,,,,1.36
2012,5001,VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD,1.49,1.58,2.18,2.71,2.93,1.86,1.17,1.47,,,,,1.92
2012,5201,YUCA AMARILLA/LEGITIM/INJERTA(COS/SEL),1.12,1.16,1.22,1.21,1.18,1.09,1.02,1.03,,,,,1.13
2012,5202,YUCA BLANCA/LEGITIMO/INJERTA(COST/SELV),,,,0.98,1.02,,,,,,,,1
2012,5301,ZANAHORIA (CRIOLLA-SERRANA),0.86,1.09,1.25,0.89,0.72,0.64,0.63,0.54,,,,,0.83
2012,5401,ZAPALLO ITALIANO,0.87,0.84,0.89,0.94,0.97,1.24,1.18,0.93,,,,,0.98
2012,5403,ZAPALLO MACRE(COSTA/SIERRA/SELVA),0.78,0.91,1.18,1.3,1.18,0.88,0.82,0.95,,,,,1
2012,7215,MANGO EDWARD PLANTA,1.89,1.29,1.11,1.16,,,,,,,,,1.36
2012,7305,MAZANA CORRIENTE PARA AGUA,1.39,1.37,1.19,1.34,1.61,2.22,2.65,2.45,,,,,1.78
2012,7401,MARACUYA COSTA,1.43,1.31,1.08,1.39,1.37,1.3,1.26,1.47,,,,,1.33
